3 3 111010010	ACT CAT
9 7 111101110000001010010001010011101111010101001011111001000100001	ILL LET LILT LITE LITTLE TELL TILE TILL TILT TITLE
12 12 000000000101000101110111000101010101000111011111111100000100101000100000111100100100001000100100111100100100000100100100000111110100000100100000	CUE CUR CURE CURT CUT CUTE CUTER ERR RECUR RUE RUT TREK TRUCE TRUCK TRUCKER TRUE TRUER TUCK
7 6 111111101000010100111000101000010100011110	ANXIOUS AXIS NIX ONUS SAX SIX SON
11 10 00111100000000101000000001111000011110010000100011100001000010000010011101111100100010011001111100110000000000	HILT HIS HIT LIST LIT SHY SILT SILTY SIS SLIT SLY STYLISH THIS THY TIL
6 6 111111001001001001111100100100111100	GIN GRIN IRON NOR ORIGIN RIG RING
13 11 11111110000000000010000000000011111000000000100100000010010010100111100011110010100000001111010000000001111101110111100010101010000001110111000	BIO BIT BOT BOUT BRO BURR BURRITO BURRO BUT ORB ORBIT OUR RIOT ROB ROUT RUB TOUR TRIO TUB TURBO
9 8 000111111000100100111110100010000000011100000000100111000111101000000111	CON COT COUNT COUNTY COY NOT OUT TON TOY UNTO YON YOU
12 12 000000001111001000001010001001111110001000101000001011100100000010011110001110000100001000111100111000100000010011110000011110100000000010000000	AIL AIR AIRY AWRY LAIR LAW LAY LIAR RAIL RAW RAY WAIL WAR WARILY WARY WAY WILY WIRY WRY
8 7 11111110000100000001000100010001011101110010010100111100	CUISINE NICE SIN SINCE SINE SUE SUN USE
11 10 10000100000100001011111000111101010000101010101001011111010001010010100010100001000111101111111000000100000000	DENS DICE DISC ENDS ICED ICES INCISED INDICES INSIDE SEND SIDE SNIDE
8 8 0011110000101000101011111010101010000010101111100010010001111110	COKE COO COOK COOKER CORE CORK CROOK ORE ROCK ROOK
10 10 0000101000000010100000001111001111101000001000001000101111110111100010010010001001111000100100100010	FELL FILE FILL FILLER FIRE FLIER LIFE REFILL RIFE RIFLE RILE
8 7 11111101001010010010111101111001010010000100000001011110	CODE COED COME COMEDY DECOY DEMO DOME MODE
15 11 000000100000000000111100010000010100111110100010100101011100111100011110111010000001000001111111100100111010000000100010000000000101110000000000101000000000001111000	ABASE ABS BAM BAN BANE BAS BASE BASEMAN BEAN MAN MANE MEAN MEN MESA NAB SAMBA SAME SANE SEA SEAMAN
9 8 000000100000011100100010111100010010111011111101010001001110001000000001	BELFRY BYE ELF FLY FLYER FRY LYE LYRE REF RELY RYE
11 11 0000111000011101010000101110111011010100010110100000101000000011110010111100100101001001001011101110010001010000000011100	AGE AGO ATE CAGE CAT COAT COTTAGE EAT EGO GATE GET GOAT GOT OAT TACO TEA TOE TOGA TOT TOTE
9 9 000011101011110111010010101111101111010100010000101111000101010000101000000111110	DEER DINER DIRE IRE NEED NERD RED REED REIN REINED REND RID RIDE RIND
12 10 000001000000111111100000000001000001000111110001000100000001000100100001011110100111010010111010010011101111011110001000	DEVIOUS DIVE DOE DOSE DOUSE DOVE DUO ODE SOD SUED USED VIDEO VIE VIED VISE VOID
7 7 0000010000111101010100101111111101001000100000010	BILE BLUE BOIL LOBE LUBE OBLIQUE
8 8 0111100000001111100010011000111110000100101111110001001000011110	AIM ALUM ALUMNI LAIN LAM MAIL MAIN MAUL MIL NAIL NIL
7 5 11101010000101011111101001000111100	BAH BEE BEHAVE EVE HAVE HEAVE
12 11 000001111001000001010001001111010101001001010101111100111101101001010101100001000000111101000000010111100000111101000000010101000000	DUES DUET DUST DUSTER REDS REST RUDE RUDEST RUSE RUST RUSTED RUTS STUD SURE TRUE USER
7 7 0011101001010100101110111100010000001000001111110	MEMO MEMOIR MIME MIRE MOM MORE REM RIM
10 9 000010100000001110001011101110101000001011100010101010001111101000100110000011110000000001	DESIST DIET EDIT ITS SET SIS SIT SITE SITED TIDE TIE TIED TIS
7 6 100010110001011010101111110110100011111000	CHILE CHISEL ISLE LICE LIES SLICE
11 11 0000000101001111101111000000010100111111101001010000010111101000100101111100000000101000000001111000000000100000000011111	EVER FERVOR FEVER FORE FOREVER FREE FREER OVER REEF REFER ROVE ROVER VEER
8 7 11111010000000100000111011110010010111100101010001111111	ACHE ACNE CAN CANE EACH ENHANCE HENCE HENNA NAN
11 10 00000100100100001001001011110010010010100100111101011110001010100000001111000000010010000000111100000001000000	CLAN COAL COLA COLON COOL LOAN LOON NOVA OVAL VOCAL VOLCANO
9 7 001011101111110101001010101111001111010001001010011111010001001	IRE RITE TIER TIRE TRITE TWITTER WET WIRE WIT WRIT WRITE
13 10 0000010000000000001111000000000101000000111111100000010100011110001010100100001111010011110010101001010001000100011110000000000100	DOES DOPE DOSE OOPS OPPOSE OPPOSED PODS POOP POPE POPS POSE POSED SPED
7 6 100011110001011010111101110011101000000100	DID DROID ODD RID ROD SIR SOD SORDID
11 9 000001000001110011100010000101000100111011111010100000110111110111101010101001110001110000100000000	EXES EXIST EXIT ITS SEE SET SEX SEXES SEXIEST SIS SIT SITE SIX TEE TIE TIS
10 9 000100000000011100000001010000111111000001000000101110000010101001111111100100100011110000	ADD ADS AND DAD DEAD DEAN DEN END SAD SAND SANDED SEDAN SEND
12 10 001000111101001110000001111010100101100011110101111010101111001001110101001110011101010100010000111100010000010000000000	ACADEMY ACE ACED ACME AYE CAD CAM CAME CAY DAM DAME DAY DECAY DYE MACE MAD MADE MEAD YAM YEA
7 5 00101110010000111111010100101111010	HUM HUMMUS HUMUS MUM MUSH SUM
10 8 00010000000111110100000100010001111001010010011111111101010100010101110001110000	AGAVE ARE AREA EAR ERA GAVE GEAR GRAVE RAG RAGE RAVAGE RAVE
7 7 1011110101010011101110000001010111101010001111110	BOB BOY BUOY BUS BUSBOY BUSY BUY SOB SOY SUB YOU
14 12 011101111100000101001001000101011110011111111000100001010010000001111101110101000100000101011111100101010100000001110101000000010001010000000100000100000001000001000000	EIGHT GENT GET GIT HEN HINGE HINT IGNITE NET NIGHT NIGHTIE NIT THE THEN THIN THINE THING TIN TINE TINGE
7 7 1111000000001000011110001010011111100100001111100	ERR ERRED HEED HER HERD HERDER HERE
11 9 000101111100001000000000010000001010100001011111010011101010111101111101010000010011100000111100000	CEDE CHEEK DECK EEK EEL EKE ELK HECKLED HEEL HELD KEEL LED LEECH LEEK
8 6 011110010010000110111101101001011000010011111100	CHIN GRIN GRINCH INCH NIGH RICH RING
11 11 0011110000000100100000001001111110011110010000001000100000010101000111101111101010010010010111100101111001001000000000010	NOTE OTTER RENT ROTE ROTTEN TENOR TENT TERN TONE TONER TORE TORN TORT TORTE TROT
8 6 000111100001010011110101100101011000010110000101	CODE COED DONE ENCODE NEED NODE
14 10 00000000100000010010101010000101111011100001001011101000010111100111000100010000010000010101011111111111010100000001000111100000000001010000	DELI DEWY DYE IDLE IDLY LEWD LID LIE LIED LYE WELD WIDE WIDELY WIELD WILD WILY YEW YIELD
6 6 111111100000111101101001001001001111	BABE BABIES BASE BIAS BIBS EBBS
14 11 0000000001000100000011110001000000100101110000001011110000011110100111000100001000100001011110111011111001001010100000011110101000000100000011111100000000	DELL DOE DOER DOLE DOLL DROLL LODE LORD LORE ODE OLD OLDER ORE RED REDO ROD RODE ROLE ROLL ROLLED
8 7 11110000000001110001110100010111011100100010001001111110	AGE AGO APE APOGEE EGO GAP GAPE GEE PAGE PEA PEG
10 8 00010111111111000010100100001011110100101010011110101001000010111100001000000000	CLONE CONE ECHELON ECHO HENCE HOLE HONE LONE NOEL ONCE
8 6 100010001001111010101010101011110010101001111000	BADE BAND BANDED BEAD BEND DEAD DEAN
13 13 0000001000000100011110000010001010000001000101111111101111100000010100001111000010000010111111111011110100000101000010000111110001000001010111100000000010000000000001000	ALE DALE DEAL DELVE DEVALUE DUAL DUE DUEL ELUDE EVADE EVE LAD LAUD LEAD LEAVE VALE VALUE VALUED VEAL
11 10 00000111000000101011110001110101011110000010101001111101111000010010000011100100000100001000001000000000010000	ASH ASHY FLASH FLASHY FLAY FLY HALF HAS HAY LASH LAY SAY SHY SLAY SLY
12 11 000100111100000111100100000100100100111101111100010001000010010001010010010001111010010000010010000000111111000000010010000000010000	ERRS ORES RESORT REST RETRO ROSE ROSTER ROTS SORE SORT SORTER STORE TOES
9 7 000011110011110100010010100010111111111100000000100000000100000	ANTE BANE BATTEN BEAN BEAT BENT BETA NEAT
13 10 0000000001000100111110100010000000010001000010011110111011110101010100101011110111110101001001000111011100000010111000000001110100	CENT CREPT CRYPT ENCRYPT ENTRY PEN PENT PERT PET PREY PRY PYRE REP RYE TEN TRY TYPE YEN YEP YET
8 6 000011110100100011111110010100000111100000010000	BEE BEER BERSERK REEK SEEK SEER
10 9 000001111000000101000111110100100101111010010010001111001001100000100111111010010000001111	DOUSE DUES HOES HOSE HOSED HOUSE HOUSED HUES SHED SHOE SUED USED
8 7 00111000000000011001110110010111101111011110000110100001	BED DEW EBB EBBED EWE WEB WEBBED WED WEE WEED
15 12 000000010000000111111011101000000000010101000000111110111100000000100101001000000101001111000010101000001011111101110111000010001010100000010001011110000111111000000000010001000000	DEED DELUDE DELUGE DELUGED DUD DUDE DUELED DUG EDGE EDGED ELUDED GEL GLEE GLUE GLUED LEDGE LEG LUG LUGE
8 8 1111110000100100011111000010001011101111010010100111100001000000	COLON COLONY CON COO COOL COY LOON LOONY ONLY YON
10 8 00000100000111111000010101000001011110001111001000010000111100000010101111100010	ALMS ALSO LOAM LOAN MASON MOAN SALMON SALON SLAM SON
6 5 111111100000111010101010011110	BEET BEETLE BELT BET LET TEE
11 9 000011111110000100000000101000010001010010100010111101011100001010010011110000111101000000001110000	AIL AIM ALUM CALCIUM CALM CAM CLAIM CLAM LAM MAIL MAUL MICA MIL
7 7 1111000010111111110010101001010000100000010111101	EVER EVOKE OVER REEK REVOKE ROVE VEER
11 11 0000100000000001000000001110010000010111100001110001000010011110101110101001000111110010111010100100100001111101000000010	AGREE ARE EAGER EAR EASE ERA ERASE GAS GEAR GREASE RAG RAGE SAG SAGE SEA SEAR SEE
11 9 000001000000101111000011110100000010101111111111000000000101011110001110101000010111010000000010000	AMEN EEL ELM ENAMEL LAME LANE LEAN MALE MAN MANE MEAL MEAN MEN NAME
13 12 000011111000001000000000000101110000000011101000010101010100111110100111100101010010001111111101111100000010001010000001001111000000100010000000010000000000	AIOLI AIR LAIR LIAR OAR OIL ORAL OVA OVAL RAIL RAVIOLI RIVAL ROIL VALOR VIA VIAL VIOLA VIRAL
8 7 11110010100100101011101000100000111001111000010111111101	AFT ANT FAN FAT FONT NAN NONFAT NOT OAT OFT TAN TON
9 9 000111100000101000111101111100000010100101110111101010000101000000111111000101000	EXTORT OTTER ROT ROTE TEXT TOE TORE TORT TORTE TOT TOTE TROT
7 6 111100001000101111111010101000111100001000	EWES NEWS NEWSMEN SEEM SEEN SEWN
14 11 0000001000000000101110000000001010111000000011110010111111100010101001100000101010011111011111100100010010100100000111101111000001000000010000000111110100	ELF FELT FLU FLUE FLUTE FLUTTER FRET FUEL FUR LEFT LURE LUTE REF RUE RULE RUT TRUE TUFT TURTLE UTTER
10 8 11111101001001011100111101011110001000010000101111000011100000001010000000101000	AMP ASP LAMP LAP MAP PAL PALM PLASMA PSALM SAP SLAP SPA SPAM
9 8 001000000111000111101110101100010111101011101101010001001000001001000001	OPS PEP PIE PIPE POISE POP POPE POPPIES POSE SIP SOP
8 8 0100000011110000010100000111100100100111111001010100010111111101	CHI CRIER ERR HEIR HER HIRE ICE IRE RICE RICH RICHER
10 10 0000011100000001010011110111100000010010111100111001000001000100000111010111101001010011110111101000	DUE DUH DUPE HUE PUS PUSH PUSHED SHE SHED SPED SPUD SUE SUED SUP UPS USE USED
11 8 0011110000000101000000111110000100101011101001110101010000111011110000010101000000000010	HIS INK KIN RINK RISK SHIN SHIRK SHRINK SIN SINK SIR SKI SKIN
8 7 10010111101111011001011111110010100011111110010010000100	ABS BAS BASE BOA CAB CABOOSE CASE OBOE SAC SCAB SEA SOB
6 5 011110010010111111000100111100	BEE BEEF BEEFED FED FEE FEED
14 11 0000111110000000101000100000011110001000000010100111111011110000000000100000000000001001000000000011110000000001000111110101010000010111011100001111011101	DEN DENOTE DENT DONE DOT DOTE END NEED NET NOD NODE NOTE NOTED ONE TEE TEEN TEN TEND TONE TONED
11 11 0010100000000111011100001011101000000001011100010000001000111101110101010001011110101110010101110001111000100000000001000	ACCEPT ACE ACT APE APT ATE CAP CAPE CAT EAT PACE PACT PAT PATE PEA PEAT PET TAP TAPE TEA
11 9 011110100000000001110100011110111000101001010011110111100010001000111100010000001000100000010001000	CEDE DECK EEK EKE ELK FEEL FLECK FLECKED FLED FLEE KEEL LED LEEK
9 7 011110000000100000011111110010100000111100000001000000001011111	CHECK CHECKUP CHUCK CUE CUP PECK PUCK
14 12 000000000001000000000000010000000000111111000100000001000001010001111000011111000010111101001111101000000010101011101110111000001010111010000011101010000000000010000000	BED BEG BLED BLUE BUD BUDGE BUG BUGLE BULGE BULGED DUB DUEL DUG GEL GLUE GLUED LEG LUBE LUG LUGE
6 6 010000111111010010010111000001111101	BLOB BOB COBBLE EBB LOB LOBE
11 10 00000111111000101010000011110111100010101001001111000010010000000111110000000101001111101010000000010000000000	BAKE BAKER BARE BARK BARKER BEAK BEAR BRAKE BREAK RAKE RARE REAR
6 6 111100000001011101010101111111010000	PEEP PEER PEPPER PER PREP REP
14 13 00000000001111001000011110101110111100101010101001011110101110000001001000000100010001111111011111000100010100001111100101000000010011111000000100010100000001000000000000010000000000	EEL ELSE ISLE LENS LICE LICENSE LIE LIEN LINE NICE NIECE NIL SCENE SEE SEEN SENILE SILENCE SINCE SINE SLICE
7 7 0001110000001011101110000100000111000010100111111	BOO BOW BOY COB COO COW COWBOY COY WOO
8 8 1011111110100001111011111000100000111101001000010111100100100001	DUD DUDE DUN DUNE FEN FEND FEUD FUN FUND FUNDED NUDE
7 6 111100000000100101010010111101010101111110	DELI DIED IDLE IDLED LIDDED LIED
9 9 001111111010100100111101110010000010010101111000101001000111001000101111000001000	CHI CHILL COIL HILL HILLOCK HOCK ILK ILL KILL KOI LICK LOCK OIL
6 6 010100111111010100001110000010111010	GAL GALA GALAXY LAG LAX LAY
10 8 00011110000111010001010101110101000001111111000101100011111110000000000001111000	ELM HELM HEM HEY HOE HOLE HOLY HOME HOMELY HOMEY LYE MOLE OHM
9 8 000000101000001111100000101111000001100001111111111010000001110000001010	AMUSE ASSUME EMU MESA MESS MUSE SAME SEA SEAM SUM
12 9 000000101110000111101010000010101111001010111001011110000101001000000101111111100111001000000100000000000100	HOOT HOST HOT HOTSHOT OOH SHOO SHOOT SHOT SOOT SOOTH TOO TOOT TOOTH TOT
9 9 000111100000101000111101110101000010111101110100100100100111100100100000000001111	COD CODE COED COKE COT DECK DOC DOCK DOCKET DOE DOT DOTE ODE TOE
10 9 111110000001010000000101111110111100000110010000011000000101111010010100111001110010111101	ASTUTE EAST SAT SEAT SET STAT STATE STATUE SUE TASTE TAU TAUT TEST USE
7 6 001000111101111011101111010100000010111101	BAM BAMBOO BOA BOB BOMB BOO BOOM MOB MOO
11 11 1111011111100000100001001111011110001010100101110001000010000111101110000001000100011110001110100100000101000000011110000	ALE ARE EAR EARL ERA HALE HARE HAUL HAULER HEAL HEAR HER HUE HULA HURL LURE REAL RUE RULE
8 8 0000100011111100101010001011100010000001111010010010111100111000	DIM DIP IMP LID LIMP LIMPID LIP LIPID MID MIL MILD
12 11 000000011110001110010100001011110111111010000010010001011110011101010010000111010000010100010000010111111000010000100000010000100000	ARM ARMY ASH ASHY HAM HARM HAS HAY MAR MARSH MARSHY MASH MAY RAM RASH RAY SAY SHAM SHY YAM
7 6 100010010001001011110101010100101011110111	CUE CUED CUFF CUFFED DUE FED FEUD
9 8 101111111100010000101111010101010010001001110111101000100111000111100000	LOT LOUT OPT OUT PLOT POLL POT POUT PULL PULLOUT PUT TOLL TOP
6 5 011100000100011110010010111111	DIN DINT INDICT NIT TIC TIN
9 9 011110000001010100101011100111110111100000001101110111101010010101111111000010000	OPS OPUS PEP POP POPE POSE POSSE PUP PUS SOP SOUP SPOUSE SUP SUPPOSE UPS
8 7 00000001001111010001011100010101111111000010000000111111	EARN EARNER ERR NEAR NEARER RAN RARE REAR
10 10 0000010000000001000000000100000010010000001111100100100100011111101111010010100101001111000111101000	ACED ACES ASKED CAKE CAKED CASE CASK DESK SACK SACKED SAKE
8 7 00010100000111100001010101111111010001010100111111110000	ALAS ALES ASEXUAL AXES AXLE SALE SEAL SEXUAL
8 6 011110101010101010101111111110101000001011111010	ABUT BLUR BLURT BRAT BRUTAL TUBA TUBAL ULTRA
8 6 100010011000100111111101101010010111100000100000	ARTFUL FAULT FLAT FRAT RAFT TURF
13 13 0001111110000000000000010000000010111010010111010111011110111010100101000000000111110100000000100010000001010101000001111011111100010001010000001000101000000111110100000	EWE HEIR HEN HER HEREIN HEW HIRE NEW NEWER RENEW WEE WERE WHERE WHEREIN WHINE WHINER WHIR WIN WINE WREN
9 7 111101111100100000101111111001000100001110111000010010000011110	AGE ATE EAT GATE GET TAG TEA WAG WAGE WATT WATTAGE WET
9 8 001001111111100000101001001111101111100101001101111001100100000100000000	DOOM DOOR DORM DOUR DRUM MOOD MOOR MUDROOM ODOR ROOM
6 6 001111001001111101010010111111000010	EYE JEER JERSEY RYE SEE SEER YES
14 12 000000111110000000001001000000001010010000000111101111110010101010100000111100111110001000101010001110101010100010001010001000111011110000000011101000000000101000000000	GIN GRIN IRE REIGN REIN RESIGN RESIN RIG RING RINSE RISEN SIGN SIN SINE SING SINGE SINGER SIR SIREN
8 7 00100001001110011010100110111101111001001010111110000100	ENTER ENTREE NET RENT TEE TEEN TEN TERN TREE
